[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-09-25 17:08:36] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-09-25 17:08:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-09-25 17:08:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-09-25 17:08:37] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116\
[2024-09-25 17:08:37] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/skallar/
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a81eb4b-EqQOeO.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php?simply_static_page=442
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php?simply_static_page=442
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a81eb4b-EqQOeO.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a8245ad-Z8zXyV.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js?simply_static_page=443
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js?simply_static_page=443
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 61725 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a8245ad-Z8zXyV.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:ecc6efb82c774b5875dae7997815dd0a5ada2688===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a832cb6-eFytNE.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt?simply_static_page=444
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt?simply_static_page=444
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 332 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a832cb6-eFytNE.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:b7cc5158fc648f83063ee247f99fef0e90c64f7d===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a836ca9-diV3nM.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js?simply_static_page=445
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js?simply_static_page=445
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 57948 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a836ca9-diV3nM.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:31a88f180b99c1aa13178f57052c26870892ee31===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a842696-mcTUFE.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js?simply_static_page=446
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js?simply_static_page=446
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a842696-mcTUFE.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a845948-AWFRKw.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php?simply_static_page=447
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php?simply_static_page=447
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 0 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a845948-AWFRKw.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a84b19c-jAfxpA.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=448
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=448
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 101128 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a84b19c-jAfxpA.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:8a7ec2f2ee9bff0fc75dae6fe35ebccd8b0ab04a===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a85bb1f-ACHKS3.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt?simply_static_page=449
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt?simply_static_page=449
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 14587 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a85bb1f-ACHKS3.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:a17326a1f722cec3c07c0ad21673c0a0fe88dc74===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a86039e-A4b4wk.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=450
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=450
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 37849 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\brend\AppData\Local\Temp/66f443a86039e-A4b4wk.tmp to C:\xampp1\htdocs\skallar/wp-content/uploads\simply-static\temp-files/simply-static-1-1727284116/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-09-25 17:08:56] [class-ss-page.php:119] Checking Content Identical:385f778ac8698d473ee521594ee91fd7da706384===. Value: FALSE
[2024-09-25 17:08:56] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 400 of 608 pages/files
[2024-09-25 17:08:56] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-09-25 17:08:56] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-09-25 17:08:56] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:69] Total pages: 608; Pages remaining: 158
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-09-25 17:08:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 608
[2024-09-25 17:08:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\brend\AppData\Local\Temp/66f443a86dfb1-Cvtd2k.tmp
[2024-09-25 17:08:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt?simply_static_page=451
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/skallar/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt?simply_static_page=451
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:103] Filesize: 1023 bytes
[2024-09-25 17:08:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
